ITR Id,2nd Trade Received Agreement Date,Lead Source,Approximate Gross Monthly household income,Service/Resolution Type 1.1,Service/Resolution Type 2.1,Service/Resolution Type 3.1,Service/Resolution Type 4.1,Service/Resolution Type 5.1,Service/Resolution Type 6.1,Financing Lender Used,Offered Client Financing,Agreed Client Financing,Approved For Financing,Financing Amount Approved,Clients first payment date,Net Net Resolution Costs,Rating
5589876,2025-02-24,PPC Call,7970,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,,,,,No,No,No,0.0,2025-03-07,9430.0,Tier 1
8770570,2024-12-31,ATL Form,4350,IRS Representation (3 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2025-01-11,20960.0,Tier 4
7419873,2025-02-18,Aged 365 Legacy HAP,2100,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2025-03-03,23510.0,Tier 3
4081380,2025-06-08,Aged DT U30,4540,IRS Representation (6 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Hardship determination and filing,Fresh Start SLIA renewal,Fresh Start SLIA compliance,Monterey Tier A,Yes,Yes,Yes,6230.0,2025-06-19,9430.0,Tier 3
9039197,2024-11-24,Aged 365 Legacy HAP,3310,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return with Schedule C and State tax return,,,,Monterey Poss-Flip,Yes,No,No,0.0,2024-12-09,4280.0,Tier 5
8991883,2025-01-22,Aged DT U30,12560,IRS Representation (6 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Penalty Abatement request,,,,No,No,No,0.0,2025-02-03,5160.0,Tier 5
3843430,2024-07-19,Aged-PI,6220,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-07-27,27530.0,Tier 3
2254019,2025-05-06,Aged CBG HAP,11230,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-05-19,16630.0,Tier 4
9919834,2025-05-18,Aged DT U30,5280,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-05-29,7980.0,Tier 3
5019368,2025-01-05,CL Form,8940,IRS Representation (12 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2025-01-13,37880.0,Tier 5
8715373,2024-06-20,PPC Call,8080,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,OIC final resolution,Elevate Finance - Tier 5,Yes,Yes,Yes,7030.0,2024-07-03,13900.0,Tier 5
9777418,2025-02-23,Aged-PI,7060,IRS Representation (6 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2025-03-09,9130.0,Tier 4
1258586,2024-08-06,FL Call,1590,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Fresh Start SLIA compliance,Monterey Tier C,Yes,No,No,0.0,2024-08-09,6290.0,Tier 4
2927154,2024-12-25,Aged PI Free,5600,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Partial Pay Installment Agreement (PPIA) setup,Hardship determination and filing,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2025-01-05,23190.0,Tier 2
6532226,2025-06-09,Aged 365 Legacy HAP,11900,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-06-19,32880.0,Tier 4
9290022,2025-04-26,ATL Form,4960,IRS Representation (6 Months Max),Analyze and submit IRS financials,Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Poss-Flip,Yes,No,No,0.0,2025-04-30,5430.0,Tier 4
2210378,2025-03-21,Aged DT U30,10510,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Fresh Start SLIA compliance,Elevate Finance - Tier 5,Yes,Yes,Yes,9440.0,2025-04-02,13550.0,Tier 3
6632965,2025-01-05,CL Form,3600,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Penalty Abatement request,,,Monterey Poss-Flip,Yes,Yes,No,0.0,2025-01-16,6510.0,Tier 4
1066111,2025-05-25,DT Form DS,4030,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,AfterPay,Yes,Yes,Yes,5580.0,2025-06-08,9030.0,Tier 5
9942458,2024-11-16,Aged CBG HAP,7690,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Installment Agreement setup and monitoring,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2024-11-25,10380.0,Tier 4
5619651,2025-02-15,ATL Form,1960,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2025-02-21,9270.0,Tier 4
1201428,2024-10-13,Aged-PI,14580,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-10-19,9670.0,Tier 4
6353364,2024-06-13,Aged DT U30,4110,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,Fresh Start SLIA compliance,,No,No,No,0.0,2024-06-20,25170.0,Tier 5
7944741,2024-06-05,PPC Call,11540,IRS Representation (6 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,,No,No,No,0.0,2024-06-20,11890.0,Tier 5
5387869,2025-05-15,CL Form,3330,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,Fresh Start SLIA compliance,,No,No,No,0.0,2025-05-26,9460.0,Tier 5
3784753,2025-06-25,Aged DT U30,8010,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2025-06-28,10060.0,Tier 2
3284258,2024-09-29,CL Form,3750,IRS Representation (12 Months Max),Analyze and submit IRS financials,File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-10-04,14030.0,Tier 4
1796723,2024-12-30,Aged PI Free,1810,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2025-01-10,15170.0,Tier 4
7664964,2025-05-10,Aged 365 Legacy,3730,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Installment Agreement setup and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-05-15,1780.0,Tier 5
1606356,2024-06-02,Aged-FL 60,4570,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,DecisionFI,Yes,Yes,No,0.0,2024-06-07,11120.0,Tier 5
1801218,2024-10-05,Aged 365 Legacy HAP,6710,IRS Representation (6 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2024-10-13,2240.0,Tier 4
6744346,2025-04-10,ATL Form,2940,IRS Representation (6 Months Max),File 1040X tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2025-04-19,14490.0,Tier 4
9578796,2025-04-19,Aged DT U30,6890,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-05-01,12680.0,Tier 4
4858019,2025-04-08,Aged CBG HAP,4150,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,OIC final resolution,,No,No,No,0.0,2025-04-18,5430.0,Tier 3
5901557,2024-10-10,Aged PI Free,1360,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2024-10-16,12100.0,Tier 4
3659469,2024-06-06,Aged CBG HAP,9320,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,AfterPay,Yes,Yes,Yes,2670.0,2024-06-14,3320.0,Tier 3
8366557,2024-08-13,Website Call,9900,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,Monterey Tier C,Yes,Yes,No,0.0,2024-08-26,3930.0,Tier 4
1964800,2024-12-22,CL Form,3900,IRS Representation (6 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-12-28,6850.0,Tier 4
8008132,2024-09-15,Aged-FL 60,4350,IRS Representation (3 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Hardship determination and filing,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2024-09-19,8070.0,Tier 2
4852051,2024-07-20,Aged CBG HAP,3500,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-07-28,4920.0,Tier 5
4162130,2025-06-10,Aged CBG HAP,6290,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,AfterPay,Yes,Yes,Yes,17470.0,2025-06-16,18590.0,Tier 4
2965741,2024-11-24,Aged 365 Legacy HAP,3350,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,CNC annual review,Fresh Start SLIA compliance,,No,No,No,0.0,2024-12-02,7160.0,Tier 5
9131271,2024-09-07,Referral,8440,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-09-16,11310.0,Tier 4
3882944,2024-08-09,Aged CBG HAP,4470,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-08-16,7260.0,Tier 4
5576848,2024-07-05,Aged-PI,2110,IRS Representation (6 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2024-07-16,6090.0,Tier 3
5621970,2024-07-08,Aged 365 Legacy HAP,7680,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,Hardship compliance monitoring,Monterey Poss-Flip,Yes,Yes,Yes,10090.0,2024-07-13,12150.0,Tier 4
7126514,2024-10-02,PPC Call,6670,IRS Representation (12 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,Fresh Start SLIA compliance,,No,No,No,0.0,2024-10-08,13040.0,Tier 4
2185233,2024-09-08,Aged-PI,1480,IRS Representation (3 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2024-09-14,18820.0,Tier 4
4325914,2024-10-30,Aged DT U30,5550,IRS Representation (6 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,Monterey Tier C,Yes,No,No,0.0,2024-11-10,6720.0,Tier 5
3913196,2025-03-03,Aged-PI,7080,IRS Representation (6 Months Max),Analyze and submit IRS financials,File 1040 tax return with Schedule C and State tax return,,,,Elevate Finance - Tier 5,Yes,No,No,0.0,2025-03-11,9420.0,Tier 5
6933805,2024-07-11,Aged 365 Legacy HAP,4630,IRS Representation (6 Months Max),File 1040X tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Hardship determination and filing,Fresh Start SLIA renewal,Hardship compliance monitoring,,No,No,No,0.0,2024-07-25,1010.0,Tier 5
9975013,2024-12-27,Aged-PI,3600,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,Fresh Start SLIA compliance,DecisionFI,Yes,Yes,Yes,52940.0,2025-01-02,66030.0,Tier 3
2366722,2025-05-02,Aged 365 Legacy,10920,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,Monterey Tier C,Yes,Yes,Yes,9520.0,2025-05-17,11180.0,Tier 5
2905301,2024-11-11,Website Call,3200,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Offer in Compromise (OIC) preparation,CNC annual review,Fresh Start SLIA compliance,Flexxbuy,Yes,Yes,Yes,3000.0,2024-11-26,5960.0,Tier 3
3108895,2025-02-25,Aged CBG HAP,15260,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,Fresh Start SLIA compliance,DecisionFI,Yes,No,No,0.0,2025-02-28,59910.0,Tier 3
3297694,2024-11-11,CL Form,3070,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-11-26,9710.0,Tier 5
3519897,2024-08-22,Aged-PI,9060,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2024-08-31,17840.0,Tier 4
2451372,2025-01-10,PPC Call,15880,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return (no schedules),,,,Elevate Finance - Tier 5,Yes,Yes,Yes,3850.0,2025-01-23,5930.0,Tier 3
1555061,2025-01-23,FL Call,2140,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2025-02-05,13110.0,Tier 3
9602233,2025-01-16,CL Form,6700,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-01-20,1700.0,Tier 4
7362677,2025-02-27,Aged-FL 60,3080,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Penalty Abatement request,,,,No,No,No,0.0,2025-03-04,13800.0,Tier 5
3794477,2024-11-23,ATL Form,8280,IRS Representation (12 Months Max),File 1040X tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-12-07,5540.0,Tier 5
6937601,2024-12-09,ATL Form,12500,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-12-21,5420.0,Tier 1
4884873,2025-02-02,Aged DT U30,15580,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2025-02-16,5130.0,Tier 4
3702956,2025-02-28,Aged 365 Legacy HAP,9580,IRS Representation (6 Months Max),File 1040 tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,Monterey Tier B,Yes,Yes,No,0.0,2025-03-07,6800.0,Tier 4
6705795,2025-05-17,CL Form,3960,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2025-05-22,5240.0,Tier 4
1886030,2025-05-02,DT Form DS,7860,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Fresh Start SLIA renewal,OIC final resolution,,No,No,No,0.0,2025-05-14,10510.0,Tier 1
6744554,2024-10-17,Aged DT U30,27220,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-10-21,45700.0,Tier 3
8317158,2024-10-30,Website Call,11150,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-11-13,6890.0,Tier 4
4153952,2025-02-08,ATL Form,21000,IRS Representation (6 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,,No,No,No,0.0,2025-02-23,15960.0,Tier 3
6158412,2024-06-19,Aged DT U30,10480,IRS Representation (12 Months Max),File 1040 tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2024-06-23,14810.0,Tier 5
4012775,2025-01-23,Aged 365 Legacy HAP,2290,IRS Representation (3 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,OIC final resolution,,No,No,No,0.0,2025-02-05,4460.0,Tier 5
2864550,2024-08-31,FL Call,4170,IRS Representation (12 Months Max),Analyze and submit IRS financials,Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,OIC follow-up and IRS negotiation,OIC final resolution,,No,No,No,0.0,2024-09-03,14080.0,Tier 4
3458965,2024-07-25,Aged 365 Legacy,7910,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,OIC final resolution,Monterey Poss-Flip,Yes,No,No,0.0,2024-08-04,6340.0,Tier 4
9330851,2024-12-17,CL Form,2710,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,Hardship compliance monitoring,,No,No,No,0.0,2024-12-20,9030.0,Tier 4
9744978,2025-04-12,ATL Form,7820,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,Fresh Start SLIA compliance,,No,No,No,0.0,2025-04-21,10980.0,Tier 3
1210344,2025-02-05,PPC Call,1430,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,CNC annual review,Hardship compliance monitoring,,No,No,No,0.0,2025-02-13,7100.0,Tier 4
4877119,2025-03-06,CL Form,4770,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,,,,No,No,No,0.0,2025-03-11,11690.0,Tier 5
7322273,2025-05-08,Aged 365 Legacy HAP,7340,IRS Representation (6 Months Max),Analyze and submit IRS financials,Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2025-05-13,20730.0,Tier 4
2626825,2025-06-25,Aged DT U30,1500,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Installment Agreement setup and monitoring,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,Fresh Start SLIA compliance,Monterey Tier C,Yes,Yes,Yes,5460.0,2025-07-01,7450.0,Tier 4
4948586,2025-03-08,Aged-PI,7170,IRS Representation (3 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Hardship determination and filing,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2025-03-21,7470.0,Tier 3
8446550,2024-12-15,Aged-FL 60,9040,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2024-12-20,5430.0,Tier 5
2345177,2025-04-05,Aged 365 Legacy HAP,9230,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,OIC follow-up and IRS negotiation,OIC final resolution,DecisionFI,Yes,Yes,No,0.0,2025-04-16,1770.0,Tier 4
3708399,2024-07-04,PPC Call,1730,IRS Representation (3 Months Max),File 1040 tax return (no schedules),File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-07-07,5010.0,Tier 3
3792949,2025-06-01,Self Generated,2000,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,Hardship re-evaluation support,OIC final resolution,,No,No,No,0.0,2025-06-09,1740.0,Tier 5
8447860,2024-08-20,Aged 365 Legacy HAP,10630,IRS Representation (12 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Hardship determination and filing,Fresh Start SLIA renewal,Hardship compliance monitoring,Monterey Poss-Flip,Yes,Yes,Yes,7330.0,2024-09-03,11330.0,Tier 4
7259847,2025-05-13,Website Call,10640,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Installment Agreement setup and monitoring,Hardship determination and filing,Fresh Start SLIA renewal,OIC final resolution,Monterey Tier B,Yes,Yes,Yes,7760.0,2025-05-27,9650.0,Tier 3
5244672,2024-06-21,Aged 365 Legacy HAP,2560,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Installment Agreement setup and monitoring,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Hardship compliance monitoring,,No,No,No,0.0,2024-07-02,22760.0,Tier 4
6257918,2025-02-13,PPC Call,2140,IRS Representation (3 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,Fresh Start SLIA compliance,,No,No,No,0.0,2025-02-26,13890.0,Tier 5
1765051,2024-06-22,Aged CBG HAP,9540,IRS Representation (6 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Hardship compliance monitoring,Monterey Tier C,Yes,Yes,Yes,6660.0,2024-07-05,7920.0,Tier 4
7652611,2024-10-25,Aged 365 Legacy HAP,1430,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Currently Not Collectible (CNC) determination,CNC annual review,Fresh Start SLIA compliance,,No,No,No,0.0,2024-11-09,12850.0,Tier 4
1341923,2024-06-13,Aged 365 Legacy,7840,IRS Representation (3 Months Max),Analyze and submit IRS financials,Currently Not Collectible (CNC) determination,Offer in Compromise (OIC) preparation,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2024-06-21,1420.0,Tier 4
6043862,2024-09-04,Aged CBG HAP,1740,IRS Representation (3 Months Max),File 1040 tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2024-09-15,18170.0,Tier 5
3664691,2025-02-25,Aged-FL 60,2000,IRS Representation (12 Months Max),File 1040X tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,,,DecisionFI,Yes,No,No,0.0,2025-03-03,1510.0,Tier 4
3227112,2024-08-30,Aged 365 Legacy HAP,5390,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA compliance review,Fresh Start SLIA renewal,,Monterey Tier C,Yes,Yes,Yes,8050.0,2024-09-05,13480.0,Tier 5
1189407,2025-03-11,Aged-PI,7810,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Currently Not Collectible (CNC) determination,Currently Not Collectible (CNC) determination,OIC follow-up and IRS negotiation,Fresh Start SLIA compliance,,No,No,No,0.0,2025-03-21,3340.0,Tier 2
5792314,2025-06-01,Aged 365 Legacy HAP,7950,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Partial Pay Installment Agreement (PPIA) setup,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2025-06-14,1970.0,Tier 3
5961558,2024-08-26,CL Form,5540,IRS Representation (12 Months Max),File 1040 tax return with Schedule C and State tax return,Fresh Start SLIA submission and monitoring,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,Fresh Start SLIA compliance,,No,No,No,0.0,2024-09-04,4880.0,Tier 5
5867109,2024-08-27,Aged 365 Legacy HAP,2870,IRS Representation (3 Months Max),File 1040 tax return and State tax return (no schedules),Currently Not Collectible (CNC) determination,Hardship determination and filing,OIC follow-up and IRS negotiation,Hardship compliance monitoring,,No,No,No,0.0,2024-09-01,7470.0,Tier 5
3073745,2024-09-14,Self Generated,2970,IRS Representation (12 Months Max),File 1040 tax return (no schedules),Partial Pay Installment Agreement (PPIA) setup,Offer in Compromise (OIC) preparation,Hardship re-evaluation support,Hardship compliance monitoring,Monterey Tier C,Yes,Yes,Yes,11220.0,2024-09-26,13790.0,Tier 5
9261828,2024-06-23,Aged 365 Legacy HAP,5850,IRS Representation (6 Months Max),File 1040 tax return with Schedule C and State tax return,File 1040 tax return with Schedule C and State tax return,,,,,No,No,No,0.0,2024-07-07,26600.0,Tier 2
8172200,2025-01-18,Referral,7820,IRS Representation (6 Months Max),File 1040 tax return (no schedules),Currently Not Collectible (CNC) determination,Partial Pay Installment Agreement (PPIA) setup,CNC annual review,Fresh Start SLIA compliance,Monterey Tier C,Yes,Yes,Yes,6640.0,2025-01-29,11050.0,Tier 4
2213005,2025-02-21,ATL Form,2790,IRS Representation (12 Months Max),File 1040 tax return and State tax return (no schedules),Fresh Start SLIA submission and monitoring,Fresh Start SLIA submission and monitoring,Fresh Start SLIA renewal,Fresh Start SLIA compliance,,No,No,No,0.0,2025-02-25,12090.0,Tier 3
1676033,2025-01-29,ATL Form,3180,IRS Representation (12 Months Max),File 1040X tax return (no schedules),File 1040 tax return (no schedules),,,,,No,No,No,0.0,2025-02-10,52170.0,Tier 2
